id,key,value,type
6879028922,outdoor_seating,yes,regular
6879028931,ford,yes,regular
6879028933,highway,crossing,regular
6879028934,city,Lebanon,addr
6879028934,housenumber,110,addr
6879028934,postcode,37087,addr
6879028934,state,TN,addr
6879028934,street,West Main Street,addr
6879028934,amenity,cinema,regular
6879028934,name,Capitol Theater,regular
6879028934,wikidata,Q43294887,regular
6894949088,barrier,gate,regular
6905140613,barrier,gate,regular
6912790075,barrier,gate,regular
6927080955,barrier,gate,regular
6930940860,barrier,gate,regular
6930940875,barrier,gate,regular
6934208354,barrier,gate,regular
6948103552,highway,turning_circle,regular
6948103556,highway,turning_circle,regular
6948403251,barrier,gate,regular
6956983991,barrier,gate,regular
6968307841,barrier,gate,regular
6969282581,highway,turning_circle,regular
6972994332,highway,turning_loop,regular
6973346323,highway,turning_circle,regular
6976180138,barrier,gate,regular
6976248721,highway,turning_circle,regular
6977217382,barrier,gate,regular
6979248938,barrier,gate,regular
6979261850,barrier,gate,regular
6989657316,barrier,gate,regular
6992079174,barrier,gate,regular
6994417775,barrier,yes,regular
6994417781,barrier,yes,regular
6994461912,barrier,yes,regular
6994461935,barrier,yes,regular
6994594701,barrier,gate,regular
6995218737,barrier,gate,regular
6995398187,barrier,gate,regular
6995534175,barrier,gate,regular
6995534178,barrier,gate,regular
6995608641,barrier,gate,regular
6995630613,barrier,gate,regular
6995630614,barrier,gate,regular
6995731919,barrier,yes,regular
6995731935,highway,turning_loop,regular
6995743684,highway,turning_loop,regular
6995773314,barrier,gate,regular
6995773316,highway,turning_loop,regular
6996011540,barrier,gate,regular
6996321705,barrier,gate,regular
6996321719,barrier,gate,regular
6996355738,highway,turning_loop,regular
6996563635,barrier,gate,regular
6996563640,barrier,gate,regular
6999517401,barrier,gate,regular
6999809762,barrier,gate,regular
7000369505,barrier,gate,regular
7000369514,barrier,gate,regular
7001552424,noexit,yes,regular
7016051571,barrier,gate,regular
7016051572,barrier,gate,regular
7016051573,barrier,gate,regular
7016308912,barrier,gate,regular
7016879924,highway,turning_loop,regular
7016882352,highway,turning_loop,regular
7016972763,barrier,gate,regular
7017029142,barrier,gate,regular
7017376749,barrier,gate,regular
7017427375,highway,turning_circle,regular
7018831666,highway,turning_loop,regular
7019046578,barrier,gate,regular
7019052204,barrier,gate,regular
7019053507,barrier,gate,regular
7019080064,highway,turning_loop,regular
7019387065,barrier,gate,regular
7019448782,barrier,gate,regular
7019448783,barrier,gate,regular
7019448784,barrier,gate,regular
7019457490,highway,turning_loop,regular
7019496037,highway,turning_loop,regular
7019638863,barrier,gate,regular
7019652347,highway,turning_loop,regular
7019652355,highway,turning_loop,regular
7025911050,barrier,gate,regular
7028828262,barrier,gate,regular
7030857154,highway,turning_circle,regular
7030869857,barrier,gate,regular
7030952195,barrier,gate,regular
7031029055,barrier,gate,regular
7031255720,barrier,gate,regular
7031560377,barrier,gate,regular
7031572108,barrier,gate,regular
7031591787,barrier,gate,regular
7031668722,barrier,gate,regular
7031688425,barrier,gate,regular
7031723964,barrier,gate,regular
7032813379,barrier,gate,regular
7034650215,leisure,outdoor_seating,regular
7034650221,crossing,marked,regular
7034650221,highway,crossing,regular
7034650222,crossing,marked,regular
7034650222,highway,crossing,regular
7034650223,crossing,marked,regular
7034650223,highway,crossing,regular
7034650224,crossing,marked,regular
7034650224,highway,crossing,regular
7037885912,highway,turning_loop,regular
7038123355,barrier,gate,regular
7038711200,barrier,gate,regular
7038760962,highway,turning_circle,regular
7038760967,highway,turning_circle,regular
7038760968,highway,turning_circle,regular
7038760981,highway,turning_circle,regular
7038763292,highway,turning_circle,regular
7048222976,barrier,gate,regular
7048253730,barrier,gate,regular
7048269453,barrier,gate,regular
7048401903,barrier,gate,regular
7048668972,highway,turning_loop,regular
7048950781,highway,turning_loop,regular
7050846806,barrier,gate,regular
7050846820,barrier,gate,regular
7050975116,highway,turning_loop,regular
7051050666,barrier,gate,regular
7051096390,highway,turning_loop,regular
7051103076,barrier,gate,regular
7051103083,barrier,gate,regular
7051353403,highway,turning_circle,regular
7051456005,barrier,gate,regular
7052069746,barrier,gate,regular
7053546583,barrier,gate,regular
7054207453,barrier,gate,regular
7059346392,barrier,gate,regular
7064775062,highway,crossing,regular
7064775063,highway,crossing,regular
7064775064,highway,crossing,regular
7064775065,highway,crossing,regular
7064775066,highway,crossing,regular
7064775067,highway,crossing,regular
7064775068,highway,crossing,regular
7071022538,highway,turning_circle,regular
7071022545,highway,turning_loop,regular
7071022564,highway,turning_circle,regular
7071343472,highway,turning_circle,regular
7071635764,barrier,gate,regular
7072163786,highway,turning_circle,regular
7073335041,crossing,marked,regular
7073335041,highway,crossing,regular
7073335045,crossing,marked,regular
7073335045,highway,crossing,regular
7073335053,crossing,marked,regular
7073335053,highway,crossing,regular
7073335056,crossing,marked,regular
7073335056,highway,crossing,regular
7073335068,crossing,marked,regular
7073335068,highway,crossing,regular
7078831029,highway,turning_circle,regular
7078831031,highway,turning_circle,regular
7078831039,highway,turning_circle,regular
7078831044,highway,turning_circle,regular
7079056361,barrier,yes,regular
7079056362,barrier,yes,regular
7079163430,highway,turning_circle,regular
7079163431,highway,turning_circle,regular
7082192482,barrier,gate,regular
7085857136,barrier,bollard,regular
7100299457,traffic_calming,bump,regular
7100299462,highway,turning_circle,regular
7100299464,highway,turning_circle,regular
7114190064,barrier,gate,regular
7121423348,barrier,gate,regular
7135158671,highway,turning_loop,regular
7137981134,barrier,gate,regular
7139941490,name,Lebanon,regular
7139941490,network,RTAMT,regular
7139941490,public_transport,stop_position,regular
7139941490,railway,stop,regular
7139941490,train,yes,regular
7139941491,name,Hamilton Springs,regular
7139941491,network,RTAMT,regular
7139941491,public_transport,stop_position,regular
7139941491,railway,stop,regular
7139941491,train,yes,regular
7139941492,name,Hamilton Springs,regular
7139941492,network,RTAMT,regular
7139941492,public_transport,stop_position,regular
7139941492,railway,stop,regular
7139941492,train,yes,regular
7139941493,name,Martha,regular
7139941493,network,RTAMT,regular
7139941493,public_transport,stop_position,regular
7139941493,railway,stop,regular
7139941493,train,yes,regular
7139941494,name,Martha,regular
7139941494,network,RTAMT,regular
7139941494,public_transport,stop_position,regular
7139941494,railway,stop,regular
7139941494,train,yes,regular
7139941496,name,Mount Juliet,regular
7139941496,network,RTAMT,regular
7139941496,public_transport,stop_position,regular
7139941496,railway,stop,regular
7139941496,train,yes,regular
7139941497,name,Hermitage,regular
7139941497,network,RTAMT,regular
7139941497,public_transport,stop_position,regular
7139941497,railway,stop,regular
7139941497,train,yes,regular
7139941498,name,Hermitage,regular
7139941498,network,RTAMT,regular
7139941498,public_transport,stop_position,regular
7139941498,railway,stop,regular
7139941498,train,yes,regular
7144501941,barrier,gate,regular
7144501962,railway,level_crossing,regular
7147780816,barrier,yes,regular
7148969994,barrier,yes,regular
7153058223,barrier,gate,regular
7155324584,barrier,gate,regular
7155326585,barrier,gate,regular
7155534307,highway,turning_circle,regular
7155534309,highway,turning_circle,regular
7155534319,highway,turning_circle,regular
7155534323,highway,turning_circle,regular
7155534324,highway,turning_circle,regular
7165997565,highway,turning_circle,regular
7165997569,highway,turning_circle,regular
7169231753,barrier,gate,regular
7174150527,barrier,yes,regular
7180494013,highway,turning_loop,regular
7180873368,barrier,gate,regular
7181095673,highway,turning_circle,regular
7183497750,barrier,chain,regular
7183701925,barrier,gate,regular
7183701935,barrier,gate,regular
7184080717,barrier,gate,regular
7187037791,barrier,gate,regular
7187716828,barrier,gate,regular
7187867997,barrier,yes,regular
7187867998,barrier,yes,regular
7189361217,highway,turning_circle,regular
7190606697,barrier,gate,regular
7191052475,barrier,gate,regular
7192376248,barrier,gate,regular
7192457991,barrier,gate,regular
7202827027,barrier,gate,regular
7202827028,barrier,yes,regular
7211805157,barrier,gate,regular
7211805163,barrier,gate,regular
7212630396,amenity,bicycle_repair_station,regular
7212630396,brand,Dero,regular
7212630396,note,Robinson Park,regular
7212630396,opening_hours,24/7,regular
7212630396,bicycle:pump,yes,service
7212630396,bicycle:tools,yes,service
7217877077,highway,turning_circle,regular
7217877080,highway,turning_circle,regular
7221609578,barrier,gate,regular
7222092546,barrier,gate,regular
7222092557,barrier,gate,regular
7227414144,barrier,gate,regular
7228985794,crossing,unmarked,regular
7228985794,highway,crossing,regular
7228985800,highway,crossing,regular
7228985809,crossing,unmarked,regular
7228985809,highway,crossing,regular
7228985823,crossing,unmarked,regular
7228985823,highway,crossing,regular
7228985835,amenity,cafe,regular
7228985835,cuisine,coffee_shop,regular
7228985835,name,Body Kneads Coffee Co.,regular
7228985836,highway,crossing,regular
7228985837,highway,crossing,regular
7229366448,barrier,gate,regular
7230128851,crossing,unmarked,regular
7230128851,highway,crossing,regular
7230128854,highway,crossing,regular
7230128855,highway,crossing,regular
7230128858,highway,crossing,regular
7230128862,crossing,marked,regular
7230128862,highway,crossing,regular
7230128864,crossing,marked,regular
7230128864,highway,crossing,regular
7230128878,crossing,marked,regular
7230128878,highway,crossing,regular
7230128881,crossing,marked,regular
7230128881,highway,crossing,regular
7230129392,crossing,unmarked,regular
7230129392,highway,crossing,regular
7230129393,crossing,unmarked,regular
7230129393,highway,crossing,regular
7230501995,barrier,gate,regular
7230502004,barrier,gate,regular
7232934186,barrier,gate,regular
7232934193,barrier,gate,regular
7259852486,barrier,gate,regular
7279202551,highway,turning_loop,regular
7284939968,barrier,gate,regular
7287532030,highway,turning_loop,regular
7305810663,barrier,gate,regular
7306641064,barrier,gate,regular
7320893043,barrier,gate,regular
7345425913,barrier,yes,regular
7388783235,barrier,gate,regular
7418522766,barrier,gate,regular
7432794331,highway,turning_circle,regular
7437241103,barrier,gate,regular
7450706954,barrier,gate,regular
7456034963,barrier,gate,regular
7463797612,highway,turning_circle,regular
7463797615,highway,turning_circle,regular
7465271730,barrier,gate,regular
7465271731,barrier,gate,regular
7467130436,highway,turning_circle,regular
7506525973,highway,turning_circle,regular
7506633750,highway,turning_circle,regular
7508598074,highway,crossing,regular
7508598075,highway,crossing,regular
7508598076,highway,crossing,regular
7508598077,highway,crossing,regular
7508598078,highway,crossing,regular
7508598079,crossing,marked,regular
7508598079,highway,crossing,regular
7508655723,historic,monument,regular
7509575689,barrier,gate,regular
7535886872,barrier,gate,regular
7543591309,barrier,gate,regular
7547428860,barrier,gate,regular
7547441096,highway,turning_circle,regular
7547441097,barrier,gate,regular
7547441100,barrier,gate,regular
7548539928,barrier,gate,regular
7548539929,barrier,gate,regular
7561951108,amenity,boat_rental,regular
7569695325,highway,turning_loop,regular
7583922079,highway,turning_circle,regular
7587948135,barrier,gate,regular
7587988394,highway,crossing,regular
7588564044,barrier,gate,regular
7588564045,barrier,gate,regular
7589263955,highway,turning_circle,regular
7589861487,barrier,gate,regular
7590363492,amenity,place_of_worship,regular
7590363492,name,Baird Chapel,regular
7590363492,religion,christian,regular
7592055123,highway,turning_loop,regular
7592297270,barrier,gate,regular
7604305197,barrier,gate,regular
7608637645,barrier,gate,regular
7612639195,barrier,gate,regular
7638557047,highway,crossing,regular
7638557048,highway,crossing,regular
7638565184,crossing,unmarked,regular
7638565184,highway,crossing,regular
7638565188,crossing,unmarked,regular
7638565188,highway,crossing,regular
7638565189,crossing,unmarked,regular
7638565189,highway,crossing,regular
7638565215,crossing,unmarked,regular
7638565215,highway,crossing,regular
7648348117,highway,turning_loop,regular
7648838301,highway,turning_circle,regular
7648876836,barrier,gate,regular
7649379386,highway,turning_loop,regular
7649784896,barrier,gate,regular
7649784901,barrier,gate,regular
7659041062,crossing,marked,regular
7659041062,highway,crossing,regular
7659041063,crossing,marked,regular
7659041063,highway,crossing,regular
7663074072,highway,turning_loop,regular
7668854581,barrier,gate,regular
7669197253,barrier,gate,regular
7669197271,barrier,gate,regular
7669232085,barrier,gate,regular
7669232104,barrier,gate,regular
7669232116,barrier,gate,regular
7669232131,barrier,gate,regular
7669416028,barrier,gate,regular
7669416040,barrier,gate,regular
7669671721,barrier,gate,regular
7669671722,barrier,gate,regular
7671685671,barrier,gate,regular
7672462973,barrier,gate,regular
7672462975,barrier,gate,regular
7672568406,highway,turning_circle,regular
7672943595,barrier,gate,regular
7672980063,barrier,gate,regular
7672980066,barrier,gate,regular
7673175326,barrier,gate,regular
7673213649,barrier,gate,regular
7673226979,barrier,gate,regular
7673280574,barrier,gate,regular
7673418343,highway,turning_circle,regular
7673618284,highway,turning_circle,regular
7673651085,highway,turning_circle,regular
7673651086,highway,turning_circle,regular
7673772391,highway,turning_loop,regular
7676620542,barrier,gate,regular
7676798786,barrier,gate,regular
7676923616,barrier,gate,regular
7677753332,barrier,gate,regular
7678725304,barrier,gate,regular
7678777980,barrier,gate,regular
7678981676,highway,turning_circle,regular
7680081347,barrier,gate,regular
7687462566,barrier,gate,regular
7690212466,barrier,gate,regular
7690726695,barrier,gate,regular
7695455814,highway,turning_loop,regular
7697806367,crossing,marked,regular
7697806367,highway,crossing,regular
7697806370,crossing,marked,regular
7697806370,highway,crossing,regular
7697806373,crossing,marked,regular
7697806373,highway,crossing,regular
7697822332,crossing,marked,regular
7697822332,highway,crossing,regular
7697822333,crossing,marked,regular
7697822333,highway,crossing,regular
7697831585,crossing,unmarked,regular
7697831585,highway,crossing,regular
7697988442,railway,crossing,regular
7697988444,crossing,marked,regular
7697988444,highway,crossing,regular
7697988463,crossing,unmarked,regular
7697988463,highway,crossing,regular
7697988471,highway,crossing,regular
7697988472,highway,crossing,regular
7697988473,highway,crossing,regular
7697988474,crossing,unmarked,regular
7697988474,highway,crossing,regular
7697988476,crossing,unmarked,regular
7697988476,highway,crossing,regular
7697991891,highway,crossing,regular
7697991894,crossing,marked,regular
7697991894,highway,crossing,regular
7697991915,highway,crossing,regular
7697991916,highway,crossing,regular
7697991917,highway,crossing,regular
7697991920,crossing,unmarked,regular
7697991920,highway,crossing,regular
7697991932,crossing,marked,regular
7697991932,highway,crossing,regular
7697991933,crossing,marked,regular
7697991933,highway,crossing,regular
7697991934,crossing,marked,regular
7697991934,highway,crossing,regular
7697991935,crossing,marked,regular
7697991935,highway,crossing,regular
7697991939,crossing,marked,regular
7697991939,highway,crossing,regular
7697991940,crossing,marked,regular
7697991940,highway,crossing,regular
7697991941,crossing,marked,regular
7697991941,highway,crossing,regular
7697991942,crossing,marked,regular
7697991942,highway,crossing,regular
7697991945,crossing,marked,regular
7697991945,highway,crossing,regular
7697991946,crossing,marked,regular
7697991946,highway,crossing,regular
7697991948,crossing,unmarked,regular
7697991948,highway,crossing,regular
7697991951,highway,crossing,regular
7697991961,leisure,outdoor_seating,regular
7697991970,highway,crossing,regular
7697991971,highway,crossing,regular
7697991972,highway,crossing,regular
7697991973,railway,crossing,regular
7697991977,highway,crossing,regular
7697991978,highway,crossing,regular
7697991982,crossing,unmarked,regular
7697991982,highway,crossing,regular
7697991983,crossing,unmarked,regular
7697991983,highway,crossing,regular
7697991984,crossing,unmarked,regular
7697991984,highway,crossing,regular
7697991985,crossing,unmarked,regular
7697991985,highway,crossing,regular
7697991990,highway,crossing,regular
7697991991,highway,crossing,regular
7697992017,crossing,unmarked,regular
7697992017,highway,crossing,regular
7697992029,crossing,unmarked,regular
7697992029,highway,crossing,regular
7697992033,crossing,unmarked,regular
7697992033,highway,crossing,regular
7697992034,crossing,unmarked,regular
7697992034,highway,crossing,regular
7697992035,crossing,unmarked,regular
7697992035,highway,crossing,regular
7697992036,crossing,unmarked,regular
7697992036,highway,crossing,regular
7697992042,highway,crossing,regular
7697992043,highway,crossing,regular
7697992044,highway,crossing,regular
7697992045,highway,crossing,regular
7697992046,highway,crossing,regular
7697992050,crossing,unmarked,regular
7697992050,highway,crossing,regular
7697992051,crossing,unmarked,regular
7697992051,highway,crossing,regular
7697992052,crossing,unmarked,regular
7697992052,highway,crossing,regular
7697992053,crossing,unmarked,regular
7697992053,highway,crossing,regular
7697992066,crossing,marked,regular
7697992066,highway,crossing,regular
7697992071,crossing,marked,regular
7697992071,highway,crossing,regular
7697992072,crossing,marked,regular
7697992072,highway,crossing,regular
7697992084,crossing,unmarked,regular
7697992084,highway,crossing,regular
7697992089,highway,crossing,regular
7697992090,highway,crossing,regular
7697992091,highway,crossing,regular
7697992092,railway,crossing,regular
7697992093,highway,crossing,regular
7697992094,highway,crossing,regular
7697992095,crossing,unmarked,regular
7697992095,highway,crossing,regular
7697992096,highway,crossing,regular
7697992097,highway,crossing,regular
7697992098,highway,crossing,regular
7697992118,natural,tree,regular
7697992140,crossing,unmarked,regular
7697992140,highway,crossing,regular
7697992141,highway,crossing,regular
7697992144,crossing,unmarked,regular
7697992144,highway,crossing,regular
7697992145,crossing,unmarked,regular
7697992145,highway,crossing,regular
7697992146,crossing,unmarked,regular
7697992146,highway,crossing,regular
7697992147,crossing,unmarked,regular
7697992147,highway,crossing,regular
7697992176,highway,crossing,regular
7697992182,highway,crossing,regular
7697992187,crossing,marked,regular
7697992187,highway,crossing,regular
7697992200,crossing,marked,regular
7697992200,highway,crossing,regular
7697992204,crossing,marked,regular
7697992204,highway,crossing,regular
7697992223,highway,crossing,regular
7697992240,crossing,marked,regular
7697992240,highway,crossing,regular
7697992248,highway,crossing,regular
7697992249,highway,crossing,regular
7697992250,crossing,marked,regular
7697992250,highway,crossing,regular
7697992251,crossing,marked,regular
7697992251,highway,crossing,regular
7697992256,crossing,marked,regular
7697992256,highway,crossing,regular
7698086630,barrier,gate,regular
7698086631,barrier,gate,regular
7698180187,leisure,outdoor_seating,regular
7698193084,barrier,gate,regular
7698312589,crossing,unmarked,regular
7698312589,highway,crossing,regular
7698312590,highway,crossing,regular
7698312595,highway,crossing,regular
7698312596,highway,crossing,regular
7698312598,crossing,unmarked,regular
7698312598,highway,crossing,regular
7698354329,crossing,marked,regular
7698354329,highway,crossing,regular
7698354330,crossing,marked,regular
7698354330,highway,crossing,regular
7698354331,crossing,marked,regular
7698354331,highway,crossing,regular
7698354332,crossing,marked,regular
7698354332,highway,crossing,regular
7698354335,crossing,marked,regular
7698354335,highway,crossing,regular
7698354336,crossing,marked,regular
7698354336,highway,crossing,regular
7698354337,crossing,marked,regular
7698354337,highway,crossing,regular
7698354338,crossing,marked,regular
7698354338,highway,crossing,regular
7698354344,crossing,unmarked,regular
7698354344,highway,crossing,regular
7698354345,crossing,unmarked,regular
7698354345,highway,crossing,regular
7698354346,crossing,unmarked,regular
7698354346,highway,crossing,regular
7698354347,crossing,unmarked,regular
7698354347,highway,crossing,regular
7698354364,crossing,unmarked,regular
7698354364,highway,crossing,regular
7698354368,highway,crossing,regular
7698354369,highway,crossing,regular
7698354377,highway,crossing,regular
7698354379,crossing,unmarked,regular
7698354379,highway,crossing,regular
7698363186,highway,crossing,regular
7698363217,crossing,marked,regular
7698363217,highway,crossing,regular
7698363250,highway,crossing,regular
7698363251,highway,crossing,regular
7698363252,crossing,unmarked,regular
7698363252,highway,crossing,regular
7698363253,crossing,unmarked,regular
7698363253,highway,crossing,regular
7698363260,highway,crossing,regular
7698363261,crossing,unmarked,regular
7698363261,highway,crossing,regular
7698363289,highway,crossing,regular
7698363291,crossing,unmarked,regular
7698363291,highway,crossing,regular
